Mom,Word,Target,f1,f2,F1 mean,F2 mean,Vowel Duration,Pitch
,,,,,,,,
 Mom2IDSbox1v.wav ,3,1,1089,1563,992.5,1519.75,0.147,167
 Mom2IDSbox2v.wav ,3,1,952,1446,,,0.317,133
 Mom2IDSbox3v.wav ,3,1,963,1490,,,0.114,345
 Mom2IDSbox4v.wav ,3,1,966,1580,,,0.281,178
,,,,,,,,
 Mom2PDSbead12v.wav ,1,2,364,3112,392.857142857143,2902,0.239,131
 Mom2PDSbead1v.wav ,1,2,354,3026,,,0.132,139
 Mom2PDSbead2v.wav ,1,2,484,3007,,,0.171,126
 Mom2PDSbead3v.wav ,1,2,435,2483,,,0.181,187
 Mom2PDSbead3__2_v.wav ,1,2,314,2354,,,0.192,177
 Mom2PDSbead4v.wav ,1,2,329,3177,,,0.248,177
 Mom2PDSbead5v.wav ,1,2,470,3155,,,0.211,132
,,,,,,,,
 Mom2PDSboot1v.wav ,2,2,318,1128,380,1392.6,0.203,210
 Mom2PDSboot2v.wav ,2,2,361,1493,,,0.132,177
 Mom2PDSboot3__2_2_v.wav ,2,2,348,1052,,,0.136,169
 Mom2PDSboot4v.wav ,2,2,355,1782,,,0.252,133
 Mom2PDSboot6v.wav ,2,2,518,1508,,,0.184,144
,,,,,,,,
 Mom2PDSbox1v.wav ,3,2,1082,1462,894.666666666667,1525.33333333333,0.231,.
 Mom2PDSbox2v.wav ,3,2,362,1554,,,0.252,204
 Mom2PDSbox3__2_v.wav ,3,2,1240,1560,,,0.23,182
,,,,,,,,
 Mom3ADSBead10v.wav ,1,3,453,3065,424.142857142857,2705.14285714286,0.37,218
 Mom3ADSBead11v.wav ,1,3,449,3035,,,0.176,229
 Mom3ADSBead1v.wav ,1,3,475,3197,,,0.343,179
 Mom3ADSBead2v.wav ,1,3,424,2417,,,0.416,214
 Mom3ADSBead3v.wav ,1,3,387,2857,,,0.25,207
 Mom3ADSBead4v.wav ,1,3,322,1465,,,0.162,279
 Mom3ADSBead6v.wav ,1,3,459,2900,,,0.235,130
,,,,,,,,
 Mom3ADSBoot1v.wav ,2,3,412,1605,412.166666666667,1569,0.215,187
 Mom3ADSBoot2v.wav ,2,3,379,1597,,,0.181,257
 Mom3ADSBoot3v.wav ,2,3,405,2013,,,0.255,169
 Mom3ADSBoot4v.wav ,2,3,511,1196,,,0.191,166
 Mom3ADSBoot6v.wav ,2,3,363,1389,,,0.183,182
 Mom3ADSboot7v.wav ,2,3,403,1614,,,0.202,794
,,,,,,,,
 Mom3ADSBox10v.wav ,3,3,924,1634,937.6,1579.4,0.177,128
 Mom3ADSBox11v.wav ,3,3,945,1535,,,0.213,210
 Mom3ADSBox12v.wav ,3,3,979,1587,,,0.267,175
 Mom3ADSBox2v.wav ,3,3,1016,1738,,,0.347,180
 Mom3ADSBox6v.wav ,3,3,824,1403,,,0.198,230
,,,,,,,,
 Mom3IDSbead2v.wav ,1,1,359,3305,435,3104.8,0.329,250
 Mom3IDSbead4v.wav ,1,1,474,2896,,,0.32,145
 Mom3IDSbead5v.wav ,1,1,339,3006,,,0.15,232
 Mom3IDSbead6v.wav ,1,1,518,3095,,,0.199,333
 Mom3IDSbead7v.wav ,1,1,485,3222,,,0.159,219
,,,,,,,,
 Mom3IDSboot1v.wav ,2,1,409,1385,414.2,1523.6,0.132,202
 Mom3IDSboot2v.wav ,2,1,369,2182,,,0.201,321
 Mom3IDSboot3v.wav ,2,1,440,1357,,,0.152,140
 Mom3IDSboot4v.wav ,2,1,420,1327,,,0.193,127
 Mom3IDSboot5v.wav ,2,1,433,1367,,,0.265,.
,,,,,,,,
 Mom3IDSbox11v.wav ,3,1,1236,1742,956,1486.66666666667,0.169,146
 Mom3IDSbox12v.wav ,3,1,1004,1579,,,0.261,180
 Mom3IDSbox14v.wav ,3,1,950,1510,,,0.316,183
 Mom3IDSbox1v.wav ,3,1,969,1463,,,0.325,175
 Mom3IDSbox2v.wav ,3,1,898,1428,,,0.256,148
 Mom3IDSbox4v.wav ,3,1,675,1062,,,0.229,180
 Mom3IDSbox6v.wav ,3,1,807,1417,,,0.223,.
 Mom3IDSbox8v.wav ,3,1,858,1536,,,0.191,230
 Mom3IDSbox9v.wav ,3,1,1207,1643,,,0.212,174
,,,,,,,,
 Mom3PDSbead1v.wav ,1,2,526,3358,389.857142857143,2648.42857142857,0.279,179
 Mom3PDSbead2v.wav ,1,2,269,2160,,,0.203,191
 Mom3PDSbead3v.wav ,1,2,324,2510,,,0.19,230
 Mom3PDSbead4v.wav ,1,2,519,3066,,,0.232,171
 Mom3PDSbead5v.wav ,1,2,528,3331,,,0.273,178
 Mom3PDSbead6v.wav ,1,2,279,1862,,,0.195,177
 Mom3PDSbead7v.wav ,1,2,284,2252,,,0.221,170
,,,,,,,,
 Mom3PDSboot1v.wav ,2,2,400,1180,509.6,1416.4,0.205,296
 Mom3PDSboot2v.wav ,2,2,507,1094,,,0.16,224
 Mom3PDSboot3v.wav ,2,2,624,1651,,,0.163,358
 Mom3PDSboot4v.wav ,2,2,456,1686,,,0.224,202
 Mom3PDSboot5v.wav ,2,2,561,1471,,,0.154,214
,,,,,,,,
 Mom3PDSbox1v.wav ,3,2,1049,1577,917.714285714286,1495,0.202,311
 Mom3PDSbox2v.wav ,3,2,811,1628,,,0.193,161
 Mom3PDSbox3v.wav ,3,2,862,1144,,,0.146,214
 Mom3PDSbox4v.wav ,3,2,1020,1620,,,0.225,235
 Mom3PDSbox5v.wav ,3,2,802,1687,,,0.2,177
 Mom3PDSbox6v.wav ,3,2,846,1160,,,0.257,149
 Mom3PDSbox7v.wav ,3,2,1034,1649,,,0.229,147
,,,,,,,,
 Mom4_ADS_bead10v.wav ,1,3,314,1152,386.166666666667,1743.5,0.249,158
 Mom4_ADS_bead16v.wav ,1,3,357,2720,,,0.301,209
 Mom4_ADS_bead2v.wav ,1,3,341,1094,,,0.21,212
 Mom4_ADS_bead3v.wav ,1,3,533,2896,,,0.257,160
 Mom4_ADS_bead4v.wav ,1,3,430,1270,,,0.161,222
 Mom4_ADS_bead9v.wav ,1,3,342,1329,,,0.235,194
,,,,,,,,
 Mom4_ADS_boot10v.wav ,2,3,453,1824,386,1548.66666666667,0.2,175
 Mom4_ADS_boot11v.wav ,2,3,406,1773,,,0.168,162
 Mom4_ADS_boot2v.wav ,2,3,325,866,,,0.188,255
 Mom4_ADS_boot3v.wav ,2,3,351,1704,,,0.207,210
 Mom4_ADS_boot4v.wav ,2,3,332,1434,,,0.226,163
 Mom4_ADS_boot6v.wav ,2,3,449,1691,,,0.28,248
,,,,,,,,
 Mom4_ADS_box10v.wav ,3,3,942,1346,877.8,1349.2,0.165,146
 Mom4_ADS_box1v.wav ,3,3,842,1379,,,0.202,154
 Mom4_ADS_box5v.wav ,3,3,856,1274,,,0.211,161
 Mom4_ADS_box7v.wav ,3,3,851,1390,,,0.221,149
 Mom4_ADS_box9v.wav ,3,3,898,1357,,,0.454,177
,,,,,,,,
 Mom4_IDS_bead12v.wav ,1,1,371,3021,333.571428571429,3129.42857142857,0.866,313
 Mom4_IDS_bead16v.wav ,1,1,258,2922,,,0.914,346
 Mom4_IDS_bead1v.wav ,1,1,356,3281,,,0.394,167
 Mom4_IDS_bead2v.wav ,1,1,340,3275,,,0.798,326
 Mom4_IDS_bead3v.wav ,1,1,287,3035,,,0.654,345
 Mom4_IDS_bead7v.wav ,1,1,414,3272,,,0.193,377
 Mom4_IDS_bead8v.wav ,1,1,309,3100,,,0.284,218
,,,,,,,,
 Mom4_IDS_boot10v.wav ,2,1,445,1108,429,1043.5,0.245,447
 Mom4_IDS_boot11v.wav ,2,1,376,795,,,0.307,455
 Mom4_IDS_boot1v.wav ,2,1,535,1100,,,0.259,190
 Mom4_IDS_boot2v.wav ,2,1,494,1009,,,0.535,309
 Mom4_IDS_boot4v.wav ,2,1,365,1059,,,0.186,198
 Mom4_IDS_boot7v.wav ,2,1,359,1190,,,0.376,516
,,,,,,,,
 Mom4_IDS_box11v.wav ,3,1,569,867,767,1284.28571428571,0.178,169
 Mom4_IDS_box12v.wav ,3,1,962,1541,,,0.549,284
 Mom4_IDS_box13v.wav ,3,1,1042,1533,,,0.819,221
 Mom4_IDS_box14v.wav ,3,1,333,1178,,,0.896,300
 Mom4_IDS_box15v.wav ,3,1,843,1098,,,0.389,245
 Mom4_IDS_box2v.wav ,3,1,767,998,,,0.385,354
 Mom4_IDS_box6v.wav ,3,1,853,1775,,,0.273,338
,,,,,,,,
 Mom4_PDS_bead1v.wav ,1,2,355,3500,396,3122,0.245,363
 Mom4_PDS_bead2v.wav ,1,2,432,3038,,,0.294,311
 Mom4_PDS_bead3v.wav ,1,2,386,3021,,,0.295,209
 Mom4_PDS_bead4v.wav ,1,2,338,3151,,,0.323,251
 Mom4_PDS_bead6v.wav ,1,2,438,3053,,,0.193,295
 Mom4_PDS_bead8v.wav ,1,2,427,2969,,,0.201,352
,,,,,,,,
 Mom4_PDS_boot10v.wav ,2,2,318,889,391.428571428571,965.857142857143,0.22,376
 Mom4_PDS_boot2v.wav ,2,2,418,1008,,,0.155,272
 Mom4_PDS_boot4v.wav ,2,2,365,740,,,0.23,370
 Mom4_PDS_boot5v.wav ,2,2,440,679,,,0.196,401
 Mom4_PDS_boot6v.wav ,2,2,433,1304,,,0.214,214
 Mom4_PDS_boot7v.wav ,2,2,393,1056,,,0.156,275
 Mom4_PDS_boot8v.wav ,2,2,373,1085,,,0.48,298
,,,,,,,,
 Mom4_PDS_box10v.wav ,3,2,981,1349,903.833333333333,1571.16666666667,0.511,227
 Mom4_PDS_box1v.wav ,3,2,342,1609,,,0.251,228
 Mom4_PDS_box2v.wav ,3,2,882,1616,,,0.197,263
 Mom4_PDS_box4v.wav ,3,2,1078,1700,,,0.18,189
 Mom4_PDS_box7v.wav ,3,2,979,1585,,,0.4,229
 Mom4_PDS_box8v.wav ,3,2,1161,1568,,,0.157,201
,,,,,,,,
 Mom5_ADS_bead1v.wav ,1,3,540,2815,485.4,2473.8,0.252,217
 Mom5_ADS_bead2v.wav ,1,3,443,1083,,,0.155,190
 Mom5_ADS_bead5v.wav ,1,3,497,2889,,,0.167,178
 Mom5_ADS_bead6v.wav ,1,3,469,2672,,,0.173,217
 Mom5_ADS_bead7v.wav ,1,3,478,2910,,,0.213,255
,,,,,,,,
 Mom5_ADS_boot4v.wav ,2,3,520,1811,496.5,1549.33333333333,0.274,312
 Mom5_ADS_boot5v.wav ,2,3,532,1655,,,0.194,255
 Mom5_ADS_boot6v.wav ,2,3,427,726,,,0.175,194
 Mom5_ADS_boot7v.wav ,2,3,544,1794,,,0.229,205
 Mom5_ADS_boot8v.wav ,2,3,513,1434,,,0.226,178
 Mom5_ADS_boot9v.wav ,2,3,443,1876,,,0.273,208
,,,,,,,,
 Mom5_ADS_box10v.wav ,3,3,876,1536,933.75,1516.625,0.249,218
 Mom5_ADS_box1v.wav ,3,3,976,1478,,,0.211,216
 Mom5_ADS_box2v.wav ,3,3,970,1509,,,0.167,160
 Mom5_ADS_box4v.wav ,3,3,976,1531,,,0.183,175
 Mom5_ADS_box6v.wav ,3,3,915,1399,,,0.139,153
 Mom5_ADS_box7v.wav ,3,3,899,1476,,,0.208,171
 Mom5_ADS_box8v.wav ,3,3,965,1574,,,0.28,382
 Mom5_ADS_box9v.wav ,3,3,893,1630,,,0.402,234
,,,,,,,,
 Mom5_IDS_bead11v.wav ,1,1,381,1862,376.8,2826.4,0.547,213
 Mom5_IDS_bead12v.wav ,1,1,341,3240,,,0.301,178
 Mom5_IDS_bead1v.wav ,1,1,394,3126,,,0.24,191
 Mom5_IDS_bead3v.wav ,1,1,363,2973,,,0.233,196
 Mom5_IDS_bead6v.wav ,1,1,405,2931,,,0.28,286
,,,,,,,,
 Mom5_IDS_boot10v.wav ,2,1,387,1366,391.166666666667,1144.5,0.341,343
 Mom5_IDS_boot12v.wav ,2,1,302,891,,,0.32,279
 Mom5_IDS_boot1v.wav ,2,1,415,863,,,0.189,166
 Mom5_IDS_boot4v.wav ,2,1,385,1169,,,0.259,366
 Mom5_IDS_boot7v.wav ,2,1,477,1339,,,0.251,346
 Mom5_IDS_boot9v.wav ,2,1,381,1239,,,0.273,178
,,,,,,,,
 Mom5_IDS_box13v.wav ,3,1,623,1315,806,1201.57142857143,0.326,257
 Mom5_IDS_box15v.wav ,3,1,799,1177,,,0.277,370
 Mom5_IDS_box1v.wav ,3,1,1177,1509,,,0.333,329
 Mom5_IDS_box5v.wav ,3,1,777,1115,,,0.242,332
 Mom5_IDS_box6v.wav ,3,1,706,1078,,,0.308,319
 Mom5_IDS_box7v.wav ,3,1,714,1072,,,0.243,316
 Mom5_IDS_box8v.wav ,3,1,846,1145,,,0.513,252
,,,,,,,,
 Mom5_PDS_bead12v.wav ,1,2,370,2991,400.4,3163,0.442,246
 Mom5_PDS_bead1v.wav ,1,2,445,3161,,,0.287,174
 Mom5_PDS_bead2v.wav ,1,2,292,3443,,,0.366,262
 Mom5_PDS_bead7v.wav ,1,2,421,2992,,,0.3,302
 Mom5_PDS_bead8v.wav ,1,2,474,3228,,,0.326,331
,,,,,,,,
 Mom5_PDS_boot12v.wav ,2,2,422,780,442.75,1062.75,0.298,258
 Mom5_PDS_boot14v.wav ,2,2,395,885,,,0.302,319
 Mom5_PDS_boot16v.wav ,2,2,527,1357,,,0.374,276
 Mom5_PDS_boot1v.wav ,2,2,388,778,,,0.27,304
 Mom5_PDS_boot2v.wav ,2,2,403,985,,,0.264,386
 Mom5_PDS_boot3v.wav ,2,2,530,1480,,,0.295,240
 Mom5_PDS_boot5v.wav ,2,2,404,1010,,,0.289,268
 Mom5_PDS_boot7v.wav ,2,2,473,1227,,,0.487,321
,,,,,,,,
 Mom5_PDS_box10v.wav ,3,2,715,1508,817.75,1441.25,0.269,276
 Mom5_PDS_box13v.wav ,3,2,1033,1614,,,0.491,239
 Mom5_PDS_box18v.wav ,3,2,745,1329,,,0.118,226
 Mom5_PDS_box19v.wav ,3,2,778,1314,,,0.181,158
,,,,,,,,
 Mom6_ADS_bead12v.wav ,1,3,476,1104,453.833333333333,2418.83333333333,0.257,175
 Mom6_ADS_bead14v.wav ,1,3,446,2726,,,0.202,230
 Mom6_ADS_bead1v.wav ,1,3,449,2706,,,0.211,134
 Mom6_ADS_bead2v.wav ,1,3,467,2681,,,0.158,209
 Mom6_ADS_bead4v.wav ,1,3,438,2606,,,0.171,162
 Mom6_ADS_bead8v.wav ,1,3,447,2690,,,0.106,223
,,,,,,,,
 Mom6_ADS_boot10v.wav ,2,3,434,1553,447.5,1601,0.208,173
 Mom6_ADS_boot3v.wav ,2,3,470,1496,,,0.171,175
 Mom6_ADS_boot5v.wav ,2,3,453,1806,,,0.173,170
 Mom6_ADS_boot6v.wav ,2,3,460,1714,,,0.151,173
 Mom6_ADS_boot8v.wav ,2,3,440,1481,,,0.178,162
 Mom6_ADS_boot9v.wav ,2,3,428,1556,,,0.165,172
,,,,,,,,
 Mom6_ADS_box2v.wav ,3,3,840,1381,820.666666666667,1344.33333333333,0.125,179
 Mom6_ADS_box3v.wav ,3,3,817,1352,,,0.12,170
 Mom6_ADS_box4v.wav ,3,3,826,1290,,,0.23,170
 Mom6_ADS_box6v.wav ,3,3,832,1380,,,0.17,160
 Mom6_ADS_box7v.wav ,3,3,852,1342,,,0.276,218
 Mom6_ADS_box8v.wav ,3,3,757,1321,,,0.294,390
,,,,,,,,
 Mom6_IDS_bead13v.wav ,1,1,423,2817,417,2973.66666666667,0.628,268
 Mom6_IDS_bead1v.wav ,1,1,422,3262,,,0.277,425
 Mom6_IDS_bead2v.wav ,1,1,357,2846,,,0.148,224
 Mom6_IDS_bead3v.wav ,1,1,449,2873,,,0.172,378
 Mom6_IDS_bead6v.wav ,1,1,425,3094,,,0.147,403
 Mom6_IDS_bead8v.wav ,1,1,426,2950,,,0.129,420
,,,,,,,,
 Mom6_IDS_boot16v.wav ,2,1,513,1206,504.714285714286,1219.14285714286,0.137,186
 Mom6_IDS_boot17v.wav ,2,1,457,1017,,,0.123,318
 Mom6_IDS_boot23v.wav ,2,1,490,1305,,,0.098,452
 Mom6_IDS_boot25v.wav ,2,1,521,1346,,,0.149,350
 Mom6_IDS_boot3v.wav ,2,1,488,1230,,,0.134,425
 Mom6_IDS_boot5v.wav ,2,1,520,1356,,,0.154,544
 Mom6_IDS_boot6v.wav ,2,1,544,1074,,,0.131,491
,,,,,,,,
 Mom6_IDS_box1v.wav ,3,1,627,1699,863.6,1587.8,0.052,216
 Mom6_IDS_box2v.wav ,3,1,889,1238,,,0.161,194
 Mom6_IDS_box4v.wav ,3,1,1057,1605,,,0.109,220
 Mom6_IDS_box6v.wav ,3,1,839,1624,,,0.242,313
 Mom6_IDS_box8v.wav ,3,1,906,1773,,,0.175,221
,,,,,,,,
 Mom6_PDS_bead1v.wav ,1,2,362,983,369.2,2311,0.193,390
 Mom6_PDS_bead4v.wav ,1,2,268,2520,,,0.182,386
 Mom6_PDS_bead5v.wav ,1,2,398,1818,,,0.197,205
 Mom6_PDS_bead6v.wav ,1,2,401,3185,,,0.116,236
 Mom6_PDS_bead9v.wav ,1,2,417,3049,,,0.144,186
,,,,,,,,
 Mom6_PDS_boot10v.wav ,2,2,478,1569,432.166666666667,1259.33333333333,0.206,225
 Mom6_PDS_boot11v.wav ,2,2,400,1382,,,0.106,390
 Mom6_PDS_boot3v.wav ,2,2,485,576,,,0.121,234
 Mom6_PDS_boot4v.wav ,2,2,415,1640,,,0.107,365
 Mom6_PDS_boot5v.wav ,2,2,414,1475,,,0.176,365
 Mom6_PDS_boot7v.wav ,2,2,401,914,,,0.119,390
,,,,,,,,
 Mom6_PDS_box12v.wav ,3,2,558,1557,667.8,1370.6,0.118,298
 Mom6_PDS_box13v.wav ,3,2,689,1169,,,0.07,155
 Mom6_PDS_box2v.wav ,3,2,470,1347,,,0.142,230
 Mom6_PDS_box3v.wav ,3,2,797,1407,,,,
 Mom6_PDS_box7v.wav ,3,2,825,1373,,,,
